Jobtitle,City,Date,Skills,Salary,Candidates,Copy
java develop,Barcelona,2022-11-17,"['java', 'kubernetes']",42000.0,13,2022-11-27
personal técnico,Madrid,2022-10-07,"['administracion', 'bbdd']",11000.0,21,2022-11-27
programador/a powerbuild,Valencia,2022-10-14,['powerbuilder'],no disponible,48,2022-11-27
ingeniero java 100% remoto,Online,2022-11-04,"['scrum', 'mockito', 'microservicios', 'java', 'jenkins', 'junit', 'spring', 'rabbitmq']",39000.0,21,2022-11-27
programador .net,Madrid,2022-11-18,"['.net', 'razor', 'mvc', 'angularjs', 'typescript', 'web api', 'c#']",no disponible,8,2022-11-27
java software develop,Murcia,2022-09-29,"['java', 'software', 'agile']",no disponible,24,2022-11-27
java software develop,Valencia,2022-09-29,"['java', 'software', 'agile']",no disponible,31,2022-11-27
programador/a junio,Madrid,2022-11-17,"['macintosh', 'soporte', 'linux', 'windows']",no disponible,69,2022-11-27
adm. de sistemas con monitorizació,Madrid,2022-09-29,"['python', 'linux', 'windows', 'ansible']",30000.0,22,2022-11-27
desarrollador/a frontend angula,Granada,2022-10-27,['angularjs'],no disponible,16,2022-11-27
technical business analys,Málaga,2022-10-21,['big data'],52500.0,18,2022-11-27
it security analyst junio,Barcelona,2022-10-27,"['mac', 'ciberseguridad', 'linux', 'windows']",no disponible,16,2022-11-27
analistas programadores cobol,Madrid,2022-11-25,"['cics db2', 'cobol']",no disponible,16,2022-11-27
desarrollador python - 100% remoto,Madrid,2022-11-25,['python'],no disponible,12,2022-11-27
product owner iot/ai/edge computi,Barcelona,2022-10-21,"['aws', 'artificial intelligence', 'azure', 'iot']",66000.0,10,2022-11-27
it/digital account mana,Alicante,2022-11-17,"['seo', 'sem']",no disponible,1,2022-11-27
consultor sap co,Navarra,2022-11-17,['sap'],no disponible,1,2022-11-27
técnico de redes,Barcelona,2022-11-17,"['redes', 'routers', 'vlan', 'switches']",24000.0,11,2022-11-27
técnico de producto softwa,A Coruña,2022-11-11,"['sql', 'linux']",no disponible,3,2022-11-27
desarrollador php,Online,2022-09-28,"['php', 'laravel']",48000.0,83,2022-11-27
coordinador técnico,Bizkaia,2022-09-26,"['microsoft excel', 'mrp']",no disponible,5,2022-11-27
desarrollador/a de software .net,Madrid,2022-09-28,"['blazor', '.net']",no disponible,13,2022-11-27
ingeniero/a vhdl/hw para galileo,Madrid,2022-09-28,"['zynq', 'fpga', 'xilinx']",no disponible,6,2022-11-27
domain it mana,Barcelona,2022-09-26,['roadmap'],no disponible,15,2022-11-27
app support engi,Málaga,2022-09-26,"['linux', 'jira']",no disponible,20,2022-11-27
consultor/a gestión de procesos it,Madrid,2022-11-17,['gestion de procesos'],no disponible,5,2022-11-27
administrador de sistemas senio,Madrid,2022-10-12,"['linux', 'windows']",no disponible,14,2022-11-27
data engi,Málaga,2022-10-12,"['sql', 'python', 'no sql']",no disponible,14,2022-11-27
technology manager for satelli,Madrid,2022-09-28,"['scrum', 'kanban']",no disponible,12,2022-11-27
salesforce team lead,Barcelona,2022-10-27,['salesforce'],no disponible,1,2022-11-27
desarrollador android kotli,Sevilla,2022-11-25,"['android', 'kotlin']",no disponible,0,2022-11-27
ingeniero de calidad producció,Madrid,2022-11-17,['iso'],no disponible,2,2022-11-27
técnico de mantenimiento,Madrid,2022-11-25,"['electronica', 'informatica']",no disponible,6,2022-11-27
product owner para proyectos sw,Madrid,2022-10-26,"['telecomunicaciones', 'software']",no disponible,16,2022-11-27
team lead,Barcelona,2022-09-26,"['java', 'microservices', 'api']",64000.0,4,2022-11-27
ingeniero/a softwa,Valladolid,2022-10-09,"['ws', 'mvc', '.net', 'wpf']",no disponible,5,2022-11-27
técnico de campo,Barcelona,2022-09-26,['electronica'],no disponible,10,2022-11-27
head of project managers,Zaragoza,2022-11-11,"['project manager', 'pmp']",42000.0,7,2022-11-27
ingeniero/a auxiliar área técnica,La Rioja,2022-11-17,['mecanica'],no disponible,1,2022-11-27
ingeniero/a devops,Valladolid,2022-10-09,"['ci/cd', 'sonarqube', 'jenkins', 'devops']",no disponible,2,2022-11-27
técnico de sistemas y redes,Barcelona,2022-11-17,"['sql', 'redes']",22500.0,8,2022-11-27
prácticas: sistemas y redes,Madrid,2022-09-26,"['virtualizacion', 'linux']",no disponible,41,2022-11-27
técnico laboratorio galileo (hardware),Madrid,2022-10-03,"['altium', 'hardware']",no disponible,13,2022-11-27
machine learning engi,Barcelona,2022-10-12,"['python', 'java', 'machine learning', 'scala']",no disponible,4,2022-11-27
data engi,Barcelona,2022-10-12,"['aws', 'data', 'etl']",no disponible,2,2022-11-27
product owner (h/m/d),Barcelona,2022-09-26,"['sql', 'java', 'javascript', '.net']",no disponible,12,2022-11-27
technical lead big data,Málaga,2022-09-26,"['scala', 'spark', 'hadoop']",81000.0,6,2022-11-27
responsable de automatizació,Sevilla,2022-11-17,"['electronica', 'automatizacion']",no disponible,6,2022-11-27
salesforce develop,Barcelona,2022-10-27,['salesforce'],no disponible,2,2022-11-27
cto start up-high english,Madrid,2022-11-17,"['reactjs', 'nextjs', 'nodejs', 'typescript', 'redux', 'html']",91000.0,4,2022-11-27
enterprise architect senio,Barcelona,2022-11-17,['it architecture'],110000.0,5,2022-11-27
python developer - 100% remote - saas,Online,2022-11-25,"['soap', 'python', 'nosql', 'sql', 'rest']",no disponible,9,2022-11-27
qa automatio,Barcelona,2022-11-25,"['qa', 'testing']",no disponible,2,2022-11-27
marketing analys,Valencia,2022-10-27,['marketing'],no disponible,1,2022-11-27
programador/a java/pl/sql remoto,Madrid,2022-11-17,"['java', 'oracle', 'pl/sql']",no disponible,10,2022-11-27
consultoría digital,Madrid,2022-10-12,['consultoria digital'],66000.0,6,2022-11-27
magento 2 developer (100% remote),Barcelona,2022-09-26,"['php', 'mysql', 'magento']",39000.0,10,2022-11-27
administrador/a de sistemas microsof,Madrid,2022-11-25,['microsoft'],no disponible,8,2022-11-27
front end (react),Barcelona,2022-09-26,['reactjs'],no disponible,39,2022-11-27
iam develop,Online,2022-11-17,"['agile', '.net']",54000.0,11,2022-11-27
frontend develop,Madrid,2022-10-21,"['soap', 'mqseries', 'testing', 'angularjs', 'microservicios', 'java', 'selenium', 'html5', 'junit', 'css', 'jms', 'javascript', 'rest', 'jira']",no disponible,45,2022-11-27
marketing mana,Barcelona,2022-11-17,"['marketing', 'email marketing', 'newsletter', 'rrss']",no disponible,11,2022-11-27
ingeniero/a de producto,Barcelona,2022-11-11,['solidworks'],no disponible,1,2022-11-27
senior magento develop,Barcelona,2022-09-26,"['php', 'magento']",43500.0,8,2022-11-27
ingeniero diseño mecánico,Barcelona,2022-11-17,"['solidworks', 'proengineer', 'autocad']",no disponible,0,2022-11-27
analista programador bbdd/aws/inglés,Online,2022-11-18,"['apache', 'json', 'api', 'scripting', 'postgresql', 'php', 'css', 'javascript', 'html']",no disponible,5,2022-11-27
security support engineer l2,Madrid,2022-10-27,"['lan', 'wan', 'tcp/ip', 'firewall']",no disponible,3,2022-11-27
helpdesk con alemá,Barcelona,2022-11-18,['windows'],no disponible,4,2022-11-27
crm/microsoft dynamics 365,Madrid,2022-10-18,['dynamics'],no disponible,1,2022-11-27
sap commerce develop,Barcelona,2022-11-17,"['abap', 'sap']",no disponible,0,2022-11-27
data scientist 100% remoto,Málaga,2022-10-12,"['python', 'r']",no disponible,33,2022-11-27
analista funcional java,Madrid,2022-10-06,['java'],no disponible,0,2022-11-27
it account manager (sistemas y cloud),Madrid,2022-11-04,"['sistemas', 'cloud']",no disponible,10,2022-11-27
responsable ingeniería electrónica,Barcelona,2022-11-17,['electronica'],49500.0,1,2022-11-27
senior java develop,Madrid,2022-10-21,"['java', 'spring']",no disponible,3,2022-11-27
brand & communication technicia,Madrid,2022-09-26,"['adobe photoshop', 'salesforce', 'wordpress', 'google analytics']",no disponible,10,2022-11-27
consultor bi - proyecto establ,Murcia,2022-11-11,"['bi', 'navision']",no disponible,5,2022-11-27
responsable it,A Coruña,2022-11-25,"['sql', 'erp', '.net']",no disponible,6,2022-11-27
jefe/a de proyecto telecomunicaciones,Madrid,2022-09-26,"['pmp', 'scrum', 'pmi']",no disponible,26,2022-11-27
jefe/a de proyecto,Madrid,2022-11-17,['project manager'],no disponible,15,2022-11-27
technical support coordinato,Madrid,2022-09-26,"['pv syst', 'pvsol', 'autocad']",45000.0,4,2022-11-27
adtech (advertising technology),Madrid,2022-10-12,['marketing'],no disponible,3,2022-11-27
java develop,Barcelona,2022-11-17,"['hibernate', 'java', 'spring']",34500.0,12,2022-11-27
desarrollador vp.net/php,Valencia,2022-10-27,"['php', '.net']",no disponible,4,2022-11-27
responsable de marketing industrial,Zaragoza,2022-11-11,['marketing'],no disponible,2,2022-11-27
"soporte de erp (sap, ekon...)",Barcelona,2022-11-25,"['ekon', 'sage', 'erp', 'sap', 'programacion']",no disponible,0,2022-11-27
técnico soporte it - temporal,Madrid,2022-11-25,"['soporte', 'microinformatica']",no disponible,12,2022-11-27
senior backend develop,Online,2022-10-21,"['scala', 'java']",49500.0,14,2022-11-27
frontend developer angula,Barcelona,2022-11-25,"['typescript', 'angularjs']",no disponible,5,2022-11-27
consultor/a de transformación digital,Barcelona,2022-09-28,['transformacion digital'],51000.0,14,2022-11-27
senior data engi,Málaga,2022-09-26,"['scala', 'elasticsearch', 'spark', 'hadoop']",no disponible,3,2022-11-27
programador java 100% remoto,Online,2022-09-30,"['java', 'oracle', 'spring']",no disponible,374,2022-11-27
consultor/a seguridad ssdlc,Madrid,2022-11-17,['ciberseguridad'],no disponible,0,2022-11-27
desarrollador fullstack,Valencia,2022-11-11,"['.net', 'angularjs']",no disponible,4,2022-11-27
gestor proyecto instalaciones (telco),Madrid,2022-11-17,"['ericsson', 'sia']",no disponible,11,2022-11-27
consultor senior infoarchiv,Madrid,2022-10-21,['infoarchive'],34500.0,0,2022-11-27
programador junior php,Madrid,2022-11-25,"['wordpress', 'moodle', 'php', 'css', 'javascript', 'html']",no disponible,21,2022-11-27
arquitecto aws/cloud/azu,Madrid,2022-10-16,"['aws', 'azure']",no disponible,5,2022-11-27
create your future: it mana,Barcelona,2022-10-28,"['lan', 'wan', 'itil', 'service now', 'microsoft office suite']",no disponible,16,2022-11-27
diseñador/a catia (automoción),Barcelona,2022-11-25,['catia v5'],36000.0,1,2022-11-27
consultor senior windward,Madrid,2022-10-21,['windward'],34500.0,0,2022-11-27
docentes para cursos de programació,Pontevedra,2022-11-18,"['javascrip', 'java', 'hibernate', 'php', 'jsp', 'sql phyton']",30.599999999999998,10,2022-11-27
programador front-end,Barcelona,2022-10-28,"['css', 'javascript', 'html']",no disponible,116,2022-11-27
analista de datos,Online,2022-10-14,"['research', '.net']",no disponible,97,2022-11-27
analista funcional murex teletrabajo,Online,2022-11-06,"['markets', 'murex dev', 'murex', 'cplusplus', 'xml', 'java']",63000.0,10,2022-11-27
analista programador con powerbuild,Madrid,2022-10-16,"['sql', 'oracle', 'powerbuilder']",30000.0,13,2022-11-27
senior oracle exadata engi,Madrid,2022-09-29,"['oracle rac', 'oracle', 'exadata']",45000.0,7,2022-11-27
business consultant teletrabajo,Online,2022-11-04,"['murex', 'calypso', 'fi flow']",58500.0,17,2022-11-27
tibco developers,Online,2022-11-24,"['unix', 'linux', 'pl/sql', 'sql', 'tibco']",27000.0,6,2022-11-27
prácticas desarrollo de softwa,Murcia,2022-09-29,"['java', 'nodejs', 'agile', '.net']",no disponible,98,2022-11-27
analista programador .net - angula,Online,2022-11-18,"['msql', '.net', 'mvc', 'angularjs', 'azure', 'c#']",40500.0,15,2022-11-27
programador frontend,Online,2022-09-30,"['reactjs', 'nodejs', 'angularjs', 'vuejs', 'javascript']",no disponible,1346,2022-11-27
formación java + contrato junio,Asturias,2022-09-28,['java'],no disponible,288,2022-11-27
java + springboot develop,Madrid,2022-08-25,"['java', 'spring']",no disponible,35,2022-11-27
programador mobile (ios o android),Online,2022-10-14,"['ios', 'android', 'ionic', 'objective c', 'java', 'kotlin']",no disponible,309,2022-11-27
programador frontend reac,Online,2022-11-03,"['redux', 'reactjs']",no disponible,39,2022-11-27
analista programador .net/c#,Gipuzkoa,2022-09-29,"['webservices', '.net', 'c#', 'dynamics']",no disponible,206,2022-11-27
developer dynamics 365 (100% remoto),Online,2022-11-10,"['crm', 'azure', 'dynamics', 'javascript', '.net']",39000.0,20,2022-11-27
it desarrollador java remoto,Online,2022-10-27,"['j2ee', 'java']",27000.0,22,2022-11-27
consultor/a de innovación tic,Bizkaia,2022-11-19,"['tic', 'ciberseguridad', 'big data', 'iot']",37500.0,11,2022-11-27
desarrollador asp .n,Madrid,2022-09-30,"['javascript', '.net', 'jquery']",33000.0,16,2022-11-27
administrador bbdd streaming (remoto),Online,2022-10-14,"['mongodb', 'sql', 'scala', 'spark streaming', 'kafka streams']",no disponible,17,2022-11-27
data engineer azure (remoto),Online,2022-10-14,"['data', 'azure']",no disponible,17,2022-11-27
desarrollador senior java swing y spri,Online,2022-10-27,"['eclipse', 'sql', 'java', 'maven', 'hibernate', 'swing', 'spring']",34500.0,27,2022-11-27
perfiles devops (estable/hibrido),Málaga,2022-10-15,"['aws', 'azure', 'devops', 'cloud']",no disponible,3,2022-11-27
administrador redhat-linux,Madrid,2022-09-30,"['linux', 'red hat']",no disponible,18,2022-11-27
administrador azure portal/o365,Madrid,2022-11-18,"['shell scripting', 'azure']",28500.0,8,2022-11-27
administrador sistemas linux/red ha,Online,2022-11-11,"['linux', 'red hat']",no disponible,21,2022-11-27
análisis de riegos en cloud y auditoria,Madrid,2022-10-14,"['aws', 'cloud', 'azure']",no disponible,10,2022-11-27
programador senior php - remoto,Online,2022-11-24,"['ws', 'api', 'jquery', 'mysql', 'php', 'html', 'javascript']",no disponible,33,2022-11-27
"jp,consultor y prog, cobol/unix/sql",Madrid,2022-10-20,"['sql', 'unix', 'cobol', 'oracle']",no disponible,18,2022-11-27
power platform consulta,Madrid,2022-09-30,"['power bi', 'power apps', 'power automate', 'power platform']",no disponible,45,2022-11-27
técnico/a de atención a usuarios,Gipuzkoa,2022-11-04,"['helpdesk', 'usuarios', 'incidencias']",no disponible,18,2022-11-27
técnica/o de calidad,Soria,2022-11-24,['calidad'],no disponible,0,2022-11-27
big data engineer (i&d),Madrid,2022-09-29,"['scala', 'java', 'python', 'spark']",no disponible,10,2022-11-27
"prog. java, spring boot, reac",Madrid,2022-11-18,"['transac sql', 'reactjs', 'microservicios', 'java', 'pl sql', 'spring']",31500.0,140,2022-11-27
programador/a .net,Madrid,2022-11-17,"['modelo orm', 'c#', 'xml', 'ms sql server', 'sql', 'javascript', 'entity framework 6', 'xslsq', 'html', 'tecnologia ajax', '.net']",24000.0,9,2022-11-27
desarrollador/a microservicios cloud,Madrid,2022-09-30,"['cloud', 'microservicios']",no disponible,12,2022-11-27
ap senior c# vb6 con sql serv,Madrid,2022-10-14,"['c#', 'vb6', 'sql server', 'crystal reports']",30000.0,17,2022-11-27
experience software engi,Madrid,2022-11-24,"['cplusplus', 'c']",no disponible,6,2022-11-27
analista programador fullstack php,Madrid,2022-11-24,"['php', 'html', 'js', 'css']",no disponible,7,2022-11-27
analista programador pl/sql,Bizkaia,2022-11-24,['pl/sql'],no disponible,8,2022-11-27
administrador middleware kubernetes,Online,2022-11-24,"['devops', 'kubernetes', 'cd', 'middleware', 'ci', 'redhat']",no disponible,7,2022-11-27
experto/a entornos virtuales (vmware),Madrid,2022-11-24,"['nsx t', 'cisco nexus lan', 'vcenter', 'vmware', 'vsan', 'esxi']",36000.0,5,2022-11-27
desarrollador t-sql y c# (remoto 100%),Online,2022-11-18,"['t sql', '.net']",no disponible,32,2022-11-27
analista programador java,Madrid,2022-10-28,"['java', 'spring']",33000.0,13,2022-11-27
soporte/mantenimiento bmc itsm remedy,Madrid,2022-10-22,['remedy'],no disponible,14,2022-11-27
ingeniero senior google(100%teletrabajo),Online,2022-11-04,"['big query', 'google cloud']",no disponible,8,2022-11-27
arquitecto azure google(100%teletrabajo),Online,2022-11-04,['azure'],no disponible,10,2022-11-27
sap business planning and consolidatio,Online,2022-11-24,"['bpc', 'sap', 'abap']",no disponible,1,2022-11-27
full stack developer (php / js) - remoto,Online,2022-11-24,"['symfony', 'lamp', 'mysql', 'php', 'javascript']",27000.0,35,2022-11-27
data analytics de web/apps,Online,2022-09-30,"['google tag manager', 'google data studio', 'google analytics']",no disponible,28,2022-11-27
tã©cnico de sistemas linux/unix/hpux,Online,2022-11-24,"['hp', 'unix', 'linux']",no disponible,26,2022-11-27
junior/mid .net develop,Valencia,2022-10-21,"['reactjs', '.net', 'angularjs']",21000.0,46,2022-11-27
técnico de sopo,Alicante,2022-11-24,"['maquetacion', 'soporte', 'windows']",no disponible,22,2022-11-27
programador/a java,Barcelona,2022-11-24,"['symfony', 'jsp', 'java', 'laravel', 'openshift', 'kafka', 'spring']",no disponible,5,2022-11-27
squads leader - scrum mas,Barcelona,2022-11-24,"['scrum master', 'squad']",no disponible,0,2022-11-27
devops cloud aws (teletrabajo),Online,2022-09-30,"['aws', 'azure']",no disponible,13,2022-11-27
it programador php drupal presencial,León,2022-11-11,"['php', 'drupal']",no disponible,5,2022-11-27
programador pl1 (100% remoto),Online,2022-11-24,"['host', 'pl1']",no disponible,5,2022-11-27
consultor técnico ldap/ad/azu,Online,2022-11-24,"['ldap', 'azure']",no disponible,7,2022-11-27
arquitecto data azure (100% teletrabajo),Online,2022-11-10,"['data', 'azure']",no disponible,14,2022-11-27
desarrollador rpg,Zaragoza,2022-11-24,"['rpg', 'as400']",no disponible,2,2022-11-27
arquitecto it,Zaragoza,2022-11-24,"['.net', 'angularjs']",no disponible,0,2022-11-27
técnico/a de innovació,Castellón,2022-11-24,"['i+d+i', 'i+d']",no disponible,0,2022-11-27
ingeniero calculista de estructuras,Sevilla,2022-11-24,"['cype', 'autocad']",no disponible,5,2022-11-27
consultor/a senior it,Barcelona,2022-11-24,"['sharepoint', 'office 365']",no disponible,1,2022-11-27
